# FFCharge Data File
#
# Format: scheme,position,residue,atom,charge
#
# Position: n (n-terminal), n- (n-terminal deprotonated), c (c-terminal), c+ (c-terminal protonated), 5 (5'), 3 (3'), m (middle), (empty for none - water/ion)
#
# Scheme Keys:
#   Protein: amber-ffsb, amber-ff03, charmm
#   DNA:     amber, charmm
#   RNA:     amber, charmm
#   Water:   tip3p, tip3p-fb, spc, spc-e, opc3
#   Ion:     classic

scheme,position,residue,atom,charge

# Protein: amber-ffsb

# ALA - middle
amber-ff03,n-,ASN,O,-0.5832930

# ASN - c-terminal protonated
amber-ff03,c+,ASN,N,-0.6265300
amber-ff03,c+,ASN,H,0.3432420
amber-ff03,c+,ASN,CA,0.0144050
amber-ff03,c+,ASN,HA,0.0857960
amber-ff03,c+,ASN,CB,-0.0294680
amber-ff03,c+,ASN,HB2,0.0457380
amber-ff03,c+,ASN,HB3,0.0457380
amber-ff03,c+,ASN,CG,0.5515120
amber-ff03,c+,ASN,OD1,-0.5674400
amber-ff03,c+,ASN,ND2,-0.7662410
amber-ff03,c+,ASN,HD21,0.3666240
amber-ff03,c+,ASN,HD22,0.3666240
amber-ff03,c+,ASN,C,0.6073810
amber-ff03,c+,ASN,O,-0.4425215
amber-ff03,c+,ASN,OXT,-0.4425215
amber-ff03,c+,ASN,HOXT,0.4476610

# ASP - middle
amber-ff03,m,ASP,N,-0.5582010
amber-ff03,m,ASP,H,0.3196760
amber-ff03,m,ASP,CA,0.0072250
amber-ff03,m,ASP,HA,0.0823750
amber-ff03,m,ASP,CB,-0.0475550
amber-ff03,m,ASP,HB2,-0.0148360
amber-ff03,m,ASP,HB3,-0.0148360
amber-ff03,m,ASP,CG,0.7451680
amber-ff03,m,ASP,OD1,-0.7303850
amber-ff03,m,ASP,OD2,-0.7303850
amber-ff03,m,ASP,C,0.4431990
amber-ff03,m,ASP,O,-0.5014450

# ASP - n-terminal
amber-ff03,n,ASP,N,-0.5888070
amber-ff03,n,ASP,H1,0.4462690
amber-ff03,n,ASP,H2,0.4462690
amber-ff03,n,ASP,H3,0.4462690
amber-ff03,n,ASP,CA,0.0150240
amber-ff03,n,ASP,HA,0.0907980
amber-ff03,n,ASP,CB,-0.0717920
amber-ff03,n,ASP,HB2,0.0028020
amber-ff03,n,ASP,HB3,0.0028020
amber-ff03,n,ASP,CG,0.7704320
amber-ff03,n,ASP,OD1,-0.7879660
amber-ff03,n,ASP,OD2,-0.7879660
amber-ff03,n,ASP,C,0.6020720
amber-ff03,n,ASP,O,-0.5862060

# ASP - c-terminal
amber-ff03,c,ASP,N,-0.6494620
amber-ff03,c,ASP,H,0.4268530
amber-ff03,c,ASP,CA,-0.3062860
amber-ff03,c,ASP,HA,0.1831810
amber-ff03,c,ASP,CB,-0.0789860
amber-ff03,c,ASP,HB2,0.0186480
amber-ff03,c,ASP,HB3,0.0186480
amber-ff03,c,ASP,CG,0.8448300
amber-ff03,c,ASP,OD1,-0.8137140
amber-ff03,c,ASP,OD2,-0.8137140
amber-ff03,c,ASP,C,0.7323500
amber-ff03,c,ASP,O,-0.7811750
amber-ff03,c,ASP,OXT,-0.7811750

# ASP - n-terminal deprotonated
amber-ff03,n-,ASP,N,-1.1425380
amber-ff03,n-,ASP,H1,0.4462690
amber-ff03,n-,ASP,H2,0.4462690
amber-ff03,n-,ASP,CA,0.0150240
amber-ff03,n-,ASP,HA,0.0907980
amber-ff03,n-,ASP,CB,-0.0717920
amber-ff03,n-,ASP,HB2,0.0028020
amber-ff03,n-,ASP,HB3,0.0028020
amber-ff03,n-,ASP,CG,0.7704320
amber-ff03,n-,ASP,OD1,-0.7879660
amber-ff03,n-,ASP,OD2,-0.7879660
amber-ff03,n-,ASP,C,0.6020720
amber-ff03,n-,ASP,O,-0.5862060

# ASP - c-terminal protonated
amber-ff03,c+,ASP,N,-0.6494620
amber-ff03,c+,ASP,H,0.4268530
amber-ff03,c+,ASP,CA,-0.3062860
amber-ff03,c+,ASP,HA,0.1831810
amber-ff03,c+,ASP,CB,-0.0789860
amber-ff03,c+,ASP,HB2,0.0186480
amber-ff03,c+,ASP,HB3,0.0186480
amber-ff03,c+,ASP,CG,0.8448300
amber-ff03,c+,ASP,OD1,-0.8137140
amber-ff03,c+,ASP,OD2,-0.8137140
amber-ff03,c+,ASP,C,0.7323500
amber-ff03,c+,ASP,O,-0.5050055
amber-ff03,c+,ASP,OXT,-0.5050055
amber-ff03,c+,ASP,HOXT,0.4476610

# ASH - middle
amber-ff03,m,ASH,N,-0.3920690
amber-ff03,m,ASH,H,0.2824130
amber-ff03,m,ASH,CA,-0.0353170
amber-ff03,m,ASH,HA,0.0942920
amber-ff03,m,ASH,CB,-0.1214050
amber-ff03,m,ASH,HB2,0.0690320
amber-ff03,m,ASH,HB3,0.0690320
amber-ff03,m,ASH,CG,0.6786400
amber-ff03,m,ASH,OD1,-0.5509400
amber-ff03,m,ASH,OD2,-0.5871630
amber-ff03,m,ASH,HD2,0.4380350
amber-ff03,m,ASH,C,0.6204950
amber-ff03,m,ASH,O,-0.5650450

# ASH - n-terminal
amber-ff03,n,ASH,N,-0.5888070
amber-ff03,n,ASH,H1,0.4462690
amber-ff03,n,ASH,H2,0.4462690
amber-ff03,n,ASH,H3,0.4462690
amber-ff03,n,ASH,CA,0.0150240
amber-ff03,n,ASH,HA,0.0907980
amber-ff03,n,ASH,CB,-0.1214050
amber-ff03,n,ASH,HB2,0.0690320
amber-ff03,n,ASH,HB3,0.0690320
amber-ff03,n,ASH,CG,0.6786400
amber-ff03,n,ASH,OD1,-0.5509400
amber-ff03,n,ASH,OD2,-0.5871630
amber-ff03,n,ASH,HD2,0.4380350
amber-ff03,n,ASH,C,0.6020720
amber-ff03,n,ASH,O,-0.5862060

# ASH - c-terminal
amber-ff03,c,ASH,N,-0.6494620
amber-ff03,c,ASH,H,0.4268530
amber-ff03,c,ASH,CA,-0.3062860
amber-ff03,c,ASH,HA,0.1831810
amber-ff03,c,ASH,CB,-0.1214050
amber-ff03,c,ASH,HB2,0.0690320
amber-ff03,c,ASH,HB3,0.0690320
amber-ff03,c,ASH,CG,0.6786400
amber-ff03,c,ASH,OD1,-0.5509400
amber-ff03,c,ASH,OD2,-0.5871630
amber-ff03,c,ASH,HD2,0.4380350
amber-ff03,c,ASH,C,0.7323500
amber-ff03,c,ASH,O,-0.7811750
amber-ff03,c,ASH,OXT,-0.7811750

# ASH - n-terminal deprotonated
amber-ff03,n-,ASH,N,-1.1425380
amber-ff03,n-,ASH,H1,0.4462690
amber-ff03,n-,ASH,H2,0.4462690
amber-ff03,n-,ASH,CA,0.0150240
amber-ff03,n-,ASH,HA,0.0907980
amber-ff03,n-,ASH,CB,-0.1214050
amber-ff03,n-,ASH,HB2,0.0690320
amber-ff03,n-,ASH,HB3,0.0690320
amber-ff03,n-,ASH,CG,0.6786400
amber-ff03,n-,ASH,OD1,-0.5509400
amber-ff03,n-,ASH,OD2,-0.5871630
amber-ff03,n-,ASH,HD2,0.4380350
amber-ff03,n-,ASH,C,0.6020720
amber-ff03,n-,ASH,O,-0.5862060

# ASH - c-terminal protonated
amber-ff03,c+,ASH,N,-0.6494620
amber-ff03,c+,ASH,H,0.4268530
amber-ff03,c+,ASH,CA,-0.3062860
amber-ff03,c+,ASH,HA,0.1831810
amber-ff03,c+,ASH,CB,-0.1214050
amber-ff03,c+,ASH,HB2,0.0690320
amber-ff03,c+,ASH,HB3,0.0690320
amber-ff03,c+,ASH,CG,0.6786400
amber-ff03,c+,ASH,OD1,-0.5509400
amber-ff03,c+,ASH,OD2,-0.5871630
amber-ff03,c+,ASH,HD2,0.4380350
amber-ff03,c+,ASH,C,0.7323500
amber-ff03,c+,ASH,O,-0.5050055
amber-ff03,c+,ASH,OXT,-0.5050055
amber-ff03,c+,ASH,HOXT,0.4476610

# CYS - middle
amber-ff03,m,CYS,N,-0.3961650
amber-ff03,m,CYS,H,0.2951870
amber-ff03,m,CYS,CA,-0.0735010
amber-ff03,m,CYS,HA,0.1405100
amber-ff03,m,CYS,CB,-0.2213710
amber-ff03,m,CYS,HB2,0.1465370
amber-ff03,m,CYS,HB3,0.1465370
amber-ff03,m,CYS,SG,-0.2851820
amber-ff03,m,CYS,HG,0.1892740
amber-ff03,m,CYS,C,0.6430350
amber-ff03,m,CYS,O,-0.5848610

# CYS - n-terminal
amber-ff03,n,CYS,N,-0.6037790
amber-ff03,n,CYS,H1,0.4512600
amber-ff03,n,CYS,H2,0.4512600
amber-ff03,n,CYS,H3,0.4512600
amber-ff03,n,CYS,CA,0.0721500
amber-ff03,n,CYS,HA,0.0832030
amber-ff03,n,CYS,CB,-0.1551130
amber-ff03,n,CYS,HB2,0.1137420
amber-ff03,n,CYS,HB3,0.1137420
amber-ff03,n,CYS,SG,-0.2933800
amber-ff03,n,CYS,HG,0.1907050
amber-ff03,n,CYS,C,0.7478570
amber-ff03,n,CYS,O,-0.6229080

# CYS - c-terminal
amber-ff03,c,CYS,N,-0.5550370
amber-ff03,c,CYS,H,0.3454830
amber-ff03,c,CYS,CA,-0.1109290
amber-ff03,c,CYS,HA,0.1472060
amber-ff03,c,CYS,CB,-0.1624280
amber-ff03,c,CYS,HB2,0.1319990
amber-ff03,c,CYS,HB3,0.1319990
amber-ff03,c,CYS,SG,-0.2907110
amber-ff03,c,CYS,HG,0.1924190
amber-ff03,c,CYS,C,0.6719420
amber-ff03,c,CYS,O,-0.7509710
amber-ff03,c,CYS,OXT,-0.7509710

# CYS - n-terminal deprotonated
amber-ff03,n-,CYS,N,-1.1525190
amber-ff03,n-,CYS,H1,0.4512600
amber-ff03,n-,CYS,H2,0.4512600
amber-ff03,n-,CYS,CA,0.0721500
amber-ff03,n-,CYS,HA,0.0832030
amber-ff03,n-,CYS,CB,-0.1551130
amber-ff03,n-,CYS,HB2,0.1137420
amber-ff03,n-,CYS,HB3,0.1137420
amber-ff03,n-,CYS,SG,-0.2933800
amber-ff03,n-,CYS,HG,0.1907050
amber-ff03,n-,CYS,C,0.7478570
amber-ff03,n-,CYS,O,-0.6229080

# CYS - c-terminal protonated
amber-ff03,c+,CYS,N,-0.5550370
amber-ff03,c+,CYS,H,0.3454830
amber-ff03,c+,CYS,CA,-0.1109290
amber-ff03,c+,CYS,HA,0.1472060
amber-ff03,c+,CYS,CB,-0.1624280
amber-ff03,c+,CYS,HB2,0.1319990
amber-ff03,c+,CYS,HB3,0.1319990
amber-ff03,c+,CYS,SG,-0.2907110
amber-ff03,c+,CYS,HG,0.1924190
amber-ff03,c+,CYS,C,0.6719420
amber-ff03,c+,CYS,O,-0.4748015
amber-ff03,c+,CYS,OXT,-0.4748015
amber-ff03,c+,CYS,HOXT,0.4476610

# CYM - middle
amber-ff03,m,CYM,N,-0.4157000
amber-ff03,m,CYM,H,0.2719000
amber-ff03,m,CYM,CA,-0.0351000
amber-ff03,m,CYM,HA,0.0508000
amber-ff03,m,CYM,CB,-0.2413000
amber-ff03,m,CYM,HB2,0.1122000
amber-ff03,m,CYM,HB3,0.1122000
amber-ff03,m,CYM,SG,-0.8844000
amber-ff03,m,CYM,C,0.5973000
amber-ff03,m,CYM,O,-0.5679000

# CYM - n-terminal
amber-ff03,n,CYM,N,-0.6037790
amber-ff03,n,CYM,H1,0.4512600
amber-ff03,n,CYM,H2,0.4512600
amber-ff03,n,CYM,H3,0.4512600
amber-ff03,n,CYM,CA,0.0721500
amber-ff03,n,CYM,HA,0.0832030
amber-ff03,n,CYM,CB,-0.2413000
amber-ff03,n,CYM,HB2,0.1122000
amber-ff03,n,CYM,HB3,0.1122000
amber-ff03,n,CYM,SG,-0.8844000
amber-ff03,n,CYM,C,0.7478570
amber-ff03,n,CYM,O,-0.6229080

# CYM - c-terminal
amber-ff03,c,CYM,N,-0.5550370
amber-ff03,c,CYM,H,0.3454830
amber-ff03,c,CYM,CA,-0.1109290
amber-ff03,c,CYM,HA,0.1472060
amber-ff03,c,CYM,CB,-0.2413000
amber-ff03,c,CYM,HB2,0.1122000
amber-ff03,c,CYM,HB3,0.1122000
amber-ff03,c,CYM,SG,-0.8844000
amber-ff03,c,CYM,C,0.6719420
amber-ff03,c,CYM,O,-0.7509710
amber-ff03,c,CYM,OXT,-0.7509710

# CYM - n-terminal deprotonated
amber-ff03,n-,CYM,N,-1.1525190
amber-ff03,n-,CYM,H1,0.4512600
amber-ff03,n-,CYM,H2,0.4512600
amber-ff03,n-,CYM,CA,0.0721500
amber-ff03,n-,CYM,HA,0.0832030
amber-ff03,n-,CYM,CB,-0.2413000
amber-ff03,n-,CYM,HB2,0.1122000
amber-ff03,n-,CYM,HB3,0.1122000
amber-ff03,n-,CYM,SG,-0.8844000
amber-ff03,n-,CYM,C,0.7478570
amber-ff03,n-,CYM,O,-0.6229080

# CYM - c-terminal protonated
amber-ff03,c+,CYM,N,-0.5550370
amber-ff03,c+,CYM,H,0.3454830
amber-ff03,c+,CYM,CA,-0.1109290
amber-ff03,c+,CYM,HA,0.1472060
amber-ff03,c+,CYM,CB,-0.2413000
amber-ff03,c+,CYM,HB2,0.1122000
amber-ff03,c+,CYM,HB3,0.1122000
amber-ff03,c+,CYM,SG,-0.8844000
amber-ff03,c+,CYM,C,0.6719420
amber-ff03,c+,CYM,O,-0.4748015
amber-ff03,c+,CYM,OXT,-0.4748015
amber-ff03,c+,CYM,HOXT,0.4476610

# CYX - middle
amber-ff03,m,CYX,N,-0.4359210
amber-ff03,m,CYX,H,0.2900770
amber-ff03,m,CYX,CA,-0.0305470
amber-ff03,m,CYX,HA,0.1321460
amber-ff03,m,CYX,CB,-0.0330060
amber-ff03,m,CYX,HB2,0.0789510
amber-ff03,m,CYX,HB3,0.0789510
amber-ff03,m,CYX,SG,-0.1322720
amber-ff03,m,CYX,C,0.6247880
amber-ff03,m,CYX,O,-0.5731670

# CYX - n-terminal
amber-ff03,n,CYX,N,-0.6037790
amber-ff03,n,CYX,H1,0.4512600
amber-ff03,n,CYX,H2,0.4512600
amber-ff03,n,CYX,H3,0.4512600
amber-ff03,n,CYX,CA,0.0721500
amber-ff03,n,CYX,HA,0.0832030
amber-ff03,n,CYX,CB,-0.0330060
amber-ff03,n,CYX,HB2,0.0789510
amber-ff03,n,CYX,HB3,0.0789510
amber-ff03,n,CYX,SG,-0.1322720
amber-ff03,n,CYX,C,0.7478570
amber-ff03,n,CYX,O,-0.6229080

# CYX - c-terminal
amber-ff03,c,CYX,N,-0.5550370
amber-ff03,c,CYX,H,0.3454830
amber-ff03,c,CYX,CA,-0.1109290
amber-ff03,c,CYX,HA,0.1472060
amber-ff03,c,CYX,CB,-0.0330060
amber-ff03,c,CYX,HB2,0.0789510
amber-ff03,c,CYX,HB3,0.0789510
amber-ff03,c,CYX,SG,-0.1322720
amber-ff03,c,CYX,C,0.6719420
amber-ff03,c,CYX,O,-0.7509710
amber-ff03,c,CYX,OXT,-0.7509710

# CYX - n-terminal deprotonated
amber-ff03,n-,CYX,N,-1.1525190
amber-ff03,n-,CYX,H1,0.4512600
amber-ff03,n-,CYX,H2,0.4512600
amber-ff03,n-,CYX,CA,0.0721500
amber-ff03,n-,CYX,HA,0.0832030
amber-ff03,n-,CYX,CB,-0.0330060
amber-ff03,n-,CYX,HB2,0.0789510
amber-ff03,n-,CYX,HB3,0.0789510
amber-ff03,n-,CYX,SG,-0.1322720
amber-ff03,n-,CYX,C,0.7478570
amber-ff03,n-,CYX,O,-0.6229080

# CYX - c-terminal protonated
amber-ff03,c+,CYX,N,-0.5550370
amber-ff03,c+,CYX,H,0.3454830
amber-ff03,c+,CYX,CA,-0.1109290
amber-ff03,c+,CYX,HA,0.1472060
amber-ff03,c+,CYX,CB,-0.0330060
amber-ff03,c+,CYX,HB2,0.0789510
amber-ff03,c+,CYX,HB3,0.0789510
amber-ff03,c+,CYX,SG,-0.1322720
amber-ff03,c+,CYX,C,0.6719420
amber-ff03,c+,CYX,O,-0.4748015
amber-ff03,c+,CYX,OXT,-0.4748015
amber-ff03,c+,CYX,HOXT,0.4476610

# GLN - middle
amber-ff03,m,GLN,N,-0.3873530
amber-ff03,m,GLN,H,0.3006050
amber-ff03,m,GLN,CA,0.0374700
amber-ff03,m,GLN,HA,0.1522550
amber-ff03,m,GLN,CB,-0.0321120
amber-ff03,m,GLN,HB2,0.0309950
amber-ff03,m,GLN,HB3,0.0309950
amber-ff03,m,GLN,CG,-0.0202640
amber-ff03,m,GLN,HG2,0.0307910
amber-ff03,m,GLN,HG3,0.0307910
amber-ff03,m,GLN,CD,0.6678120
amber-ff03,m,GLN,OE1,-0.6284830
amber-ff03,m,GLN,NE2,-0.8833930
amber-ff03,m,GLN,HE21,0.4083120
amber-ff03,m,GLN,HE22,0.4083120
amber-ff03,m,GLN,C,0.4185770
amber-ff03,m,GLN,O,-0.5653100

# GLN - n-terminal
amber-ff03,n,GLN,N,-0.6037790
amber-ff03,n,GLN,H1,0.4512600
amber-ff03,n,GLN,H2,0.4512600
amber-ff03,n,GLN,H3,0.4512600
amber-ff03,n,GLN,CA,0.2011270
amber-ff03,n,GLN,HA,0.0289300
amber-ff03,n,GLN,CB,-0.0132770
amber-ff03,n,GLN,HB2,0.0018270
amber-ff03,n,GLN,HB3,0.0018270
amber-ff03,n,GLN,CG,-0.0307070
amber-ff03,n,GLN,HG2,0.0246650
amber-ff03,n,GLN,HG3,0.0246650
amber-ff03,n,GLN,CD,0.6695680
amber-ff03,n,GLN,OE1,-0.5858020
amber-ff03,n,GLN,NE2,-0.8896520
amber-ff03,n,GLN,HE21,0.3973060
amber-ff03,n,GLN,HE22,0.3973060
amber-ff03,n,GLN,C,0.6066340
amber-ff03,n,GLN,O,-0.5844150

# GLN - c-terminal
amber-ff03,c,GLN,N,-0.5151350
amber-ff03,c,GLN,H,0.3242990
amber-ff03,c,GLN,CA,-0.2356300
amber-ff03,c,GLN,HA,0.1646280
amber-ff03,c,GLN,CB,0.0048130
amber-ff03,c,GLN,HB2,0.0307880
amber-ff03,c,GLN,HB3,0.0307880
amber-ff03,c,GLN,CG,-0.0248480
amber-ff03,c,GLN,HG2,0.0348400
amber-ff03,c,GLN,HG3,0.0348400
amber-ff03,c,GLN,CD,0.6623210
amber-ff03,c,GLN,OE1,-0.5887990
amber-ff03,c,GLN,NE2,-0.8835700
amber-ff03,c,GLN,HE21,0.3953340
amber-ff03,c,GLN,HE22,0.3953340
amber-ff03,c,GLN,C,0.6004480
amber-ff03,c,GLN,O,-0.7152240
amber-ff03,c,GLN,OXT,-0.7152240

# GLN - n-terminal deprotonated
amber-ff03,n-,GLN,N,-1.1525190
amber-ff03,n-,GLN,H1,0.4512600
amber-ff03,n-,GLN,H2,0.4512600
amber-ff03,n-,GLN,CA,0.2011270
amber-ff03,n-,GLN,HA,0.0289300
amber-ff03,n-,GLN,CB,-0.0132770
amber-ff03,n-,GLN,HB2,0.0018270
amber-ff03,n-,GLN,HB3,0.0018270
amber-ff03,n-,GLN,CG,-0.0307070
amber-ff03,n-,GLN,HG2,0.0246650
amber-ff03,n-,GLN,HG3,0.0246650
amber-ff03,n-,GLN,CD,0.6695680
amber-ff03,n-,GLN,OE1,-0.5858020
amber-ff03,n-,GLN,NE2,-0.8896520
amber-ff03,n-,GLN,HE21,0.3973060
amber-ff03,n-,GLN,HE22,0.3973060
amber-ff03,n-,GLN,C,0.6066340
amber-ff03,n-,GLN,O,-0.5844150

# GLN - c-terminal protonated
amber-ff03,c+,GLN,N,-0.5151350
amber-ff03,c+,GLN,H,0.3242990
amber-ff03,c+,GLN,CA,-0.2356300
amber-ff03,c+,GLN,HA,0.1646280
amber-ff03,c+,GLN,CB,0.0048130
amber-ff03,c+,GLN,HB2,0.0307880
amber-ff03,c+,GLN,HB3,0.0307880
amber-ff03,c+,GLN,CG,-0.0248480
amber-ff03,c+,GLN,HG2,0.0348400
amber-ff03,c+,GLN,HG3,0.0348400
amber-ff03,c+,GLN,CD,0.6623210
amber-ff03,c+,GLN,OE1,-0.5887990
amber-ff03,c+,GLN,NE2,-0.8835700
amber-ff03,c+,GLN,HE21,0.3953340
amber-ff03,c+,GLN,HE22,0.3953340
amber-ff03,c+,GLN,C,0.6004480
amber-ff03,c+,GLN,O,-0.4390545
amber-ff03,c+,GLN,OXT,-0.4390545
amber-ff03,c+,GLN,HOXT,0.4476610

# GLU - middle
amber-ff03,m,GLU,N,-0.4233920
amber-ff03,m,GLU,H,0.3068110
amber-ff03,m,GLU,CA,0.0316330
amber-ff03,m,GLU,HA,0.0651000
amber-ff03,m,GLU,CB,0.0747720
amber-ff03,m,GLU,HB2,-0.0035350
amber-ff03,m,GLU,HB3,-0.0035350
amber-ff03,m,GLU,CG,-0.0339090
amber-ff03,m,GLU,HG2,-0.0041350
amber-ff03,m,GLU,HG3,-0.0041350
amber-ff03,m,GLU,CD,0.7651880
amber-ff03,m,GLU,OE1,-0.8240350
amber-ff03,m,GLU,OE2,-0.8240350
amber-ff03,m,GLU,C,0.4697350
amber-ff03,m,GLU,O,-0.5925280

# GLU - n-terminal
amber-ff03,n,GLU,N,-0.4653280
amber-ff03,n,GLU,H1,0.4051090
amber-ff03,n,GLU,H2,0.4051090
amber-ff03,n,GLU,H3,0.4051090
amber-ff03,n,GLU,CA,0.1271990
amber-ff03,n,GLU,HA,0.0230380
amber-ff03,n,GLU,CB,0.0882820
amber-ff03,n,GLU,HB2,-0.0342190
amber-ff03,n,GLU,HB3,-0.0342190
amber-ff03,n,GLU,CG,-0.0096730
amber-ff03,n,GLU,HG2,-0.0215240
amber-ff03,n,GLU,HG3,-0.0215240
amber-ff03,n,GLU,CD,0.7400150
amber-ff03,n,GLU,OE1,-0.7805450
amber-ff03,n,GLU,OE2,-0.7805450
amber-ff03,n,GLU,C,0.5525510
amber-ff03,n,GLU,O,-0.5988350

# GLU - c-terminal
amber-ff03,c,GLU,N,-0.7487780
amber-ff03,c,GLU,H,0.3961250
amber-ff03,c,GLU,CA,-0.1331590
amber-ff03,c,GLU,HA,0.1057300
amber-ff03,c,GLU,CB,0.1857490
amber-ff03,c,GLU,HB2,-0.0459570
amber-ff03,c,GLU,HB3,-0.0459570
amber-ff03,c,GLU,CG,-0.0331250
amber-ff03,c,GLU,HG2,-0.0118320
amber-ff03,c,GLU,HG3,-0.0118320
amber-ff03,c,GLU,CD,0.7579640
amber-ff03,c,GLU,OE1,-0.7924630
amber-ff03,c,GLU,OE2,-0.7924630
amber-ff03,c,GLU,C,0.7311860
amber-ff03,c,GLU,O,-0.7805930
amber-ff03,c,GLU,OXT,-0.7805930

# GLU - n-terminal deprotonated
amber-ff03,n-,GLU,N,-1.0602190
amber-ff03,n-,GLU,H1,0.4051090
amber-ff03,n-,GLU,H2,0.4051090
amber-ff03,n-,GLU,CA,0.1271990
amber-ff03,n-,GLU,HA,0.0230380
amber-ff03,n-,GLU,CB,0.0882820
amber-ff03,n-,GLU,HB2,-0.0342190
amber-ff03,n-,GLU,HB3,-0.0342190
amber-ff03,n-,GLU,CG,-0.0096730
amber-ff03,n-,GLU,HG2,-0.0215240
amber-ff03,n-,GLU,HG3,-0.0215240
amber-ff03,n-,GLU,CD,0.7400150
amber-ff03,n-,GLU,OE1,-0.7805450
amber-ff03,n-,GLU,OE2,-0.7805450
amber-ff03,n-,GLU,C,0.5525510
amber-ff03,n-,GLU,O,-0.5988350

# GLU - c-terminal protonated
amber-ff03,c+,GLU,N,-0.7487780
amber-ff03,c+,GLU,H,0.3961250
amber-ff03,c+,GLU,CA,-0.1331590
amber-ff03,c+,GLU,HA,0.1057300
amber-ff03,c+,GLU,CB,0.1857490
amber-ff03,c+,GLU,HB2,-0.0459570
amber-ff03,c+,GLU,HB3,-0.0459570
amber-ff03,c+,GLU,CG,-0.0331250
amber-ff03,c+,GLU,HG2,-0.0118320
amber-ff03,c+,GLU,HG3,-0.0118320
amber-ff03,c+,GLU,CD,0.7579640
amber-ff03,c+,GLU,OE1,-0.7924630
amber-ff03,c+,GLU,OE2,-0.7924630
amber-ff03,c+,GLU,C,0.7311860
amber-ff03,c+,GLU,O,-0.5044235
amber-ff03,c+,GLU,OXT,-0.5044235
amber-ff03,c+,GLU,HOXT,0.4476610

# GLH - middle
amber-ff03,m,GLH,N,-0.3845360
amber-ff03,m,GLH,H,0.2639630
amber-ff03,m,GLH,CA,-0.0608980
amber-ff03,m,GLH,HA,0.1096200
amber-ff03,m,GLH,CB,-0.0187530
amber-ff03,m,GLH,HB2,0.0349660
amber-ff03,m,GLH,HB3,0.0349660
amber-ff03,m,GLH,CG,-0.0383640
amber-ff03,m,GLH,HG2,0.0484440
amber-ff03,m,GLH,HG3,0.0484440
amber-ff03,m,GLH,CD,0.6389370
amber-ff03,m,GLH,OE1,-0.5590310
amber-ff03,m,GLH,OE2,-0.5887220
amber-ff03,m,GLH,HE2,0.4476610
amber-ff03,m,GLH,C,0.5870560
amber-ff03,m,GLH,O,-0.5637530

# GLH - n-terminal
amber-ff03,n,GLH,N,-0.4653280
amber-ff03,n,GLH,H1,0.4051090
amber-ff03,n,GLH,H2,0.4051090
amber-ff03,n,GLH,H3,0.4051090
amber-ff03,n,GLH,CA,0.1271990
amber-ff03,n,GLH,HA,0.0230380
amber-ff03,n,GLH,CB,0.0882820
amber-ff03,n,GLH,HB2,-0.0342190
amber-ff03,n,GLH,HB3,-0.0342190
amber-ff03,n,GLH,CG,-0.0133470
amber-ff03,n,GLH,HG2,0.0734610
amber-ff03,n,GLH,HG3,0.0734610
amber-ff03,n,GLH,CD,0.6639540
amber-ff03,n,GLH,OE1,-0.5340140
amber-ff03,n,GLH,OE2,-0.5637050
amber-ff03,n,GLH,HE2,0.4726780
amber-ff03,n,GLH,C,0.5525510
amber-ff03,n,GLH,O,-0.5988350

# GLH - c-terminal
amber-ff03,c,GLH,N,-0.7487780
amber-ff03,c,GLH,H,0.3961250
amber-ff03,c,GLH,CA,-0.1331590
amber-ff03,c,GLH,HA,0.1057300
amber-ff03,c,GLH,CB,0.1857490
amber-ff03,c,GLH,HB2,-0.0459570
amber-ff03,c,GLH,HB3,-0.0459570
amber-ff03,c,GLH,CG,-0.0213640
amber-ff03,c,GLH,HG2,0.0654440
amber-ff03,c,GLH,HG3,0.0654440
amber-ff03,c,GLH,CD,0.6559370
amber-ff03,c,GLH,OE1,-0.5420310
amber-ff03,c,GLH,OE2,-0.5717220
amber-ff03,c,GLH,HE2,0.4646610
amber-ff03,c,GLH,C,0.7311860
amber-ff03,c,GLH,O,-0.7805930
amber-ff03,c,GLH,OXT,-0.7805930

# GLH - n-terminal deprotonated
amber-ff03,n-,GLH,N,-1.0602190
amber-ff03,n-,GLH,H1,0.4051090
amber-ff03,n-,GLH,H2,0.4051090
amber-ff03,n-,GLH,CA,0.1271990
amber-ff03,n-,GLH,HA,0.0230380
amber-ff03,n-,GLH,CB,0.0882820
amber-ff03,n-,GLH,HB2,-0.0342190
amber-ff03,n-,GLH,HB3,-0.0342190
amber-ff03,n-,GLH,CG,-0.0133470
amber-ff03,n-,GLH,HG2,0.0734610
amber-ff03,n-,GLH,HG3,0.0734610
amber-ff03,n-,GLH,CD,0.6639540
amber-ff03,n-,GLH,OE1,-0.5340140
amber-ff03,n-,GLH,OE2,-0.5637050
amber-ff03,n-,GLH,HE2,0.4726780
amber-ff03,n-,GLH,C,0.5525510
amber-ff03,n-,GLH,O,-0.5988350

# GLH - c-terminal protonated
amber-ff03,c+,GLH,N,-0.7487780
amber-ff03,c+,GLH,H,0.3961250
amber-ff03,c+,GLH,CA,-0.1331590
amber-ff03,c+,GLH,HA,0.1057300
amber-ff03,c+,GLH,CB,0.1857490
amber-ff03,c+,GLH,HB2,-0.0459570
amber-ff03,c+,GLH,HB3,-0.0459570
